k=8 : a=4, b=60, c=56, length = 240, b == a+c - True, <lcm - True
k=8 : a=805, b=840, c=875, length = 5040, b == a+c - False, <lcm - False
k=8 : a=805, b=1680, c=35, length = 5040, b == a+c - False, <lcm - False
k=8 : a=806, b=840, c=874, length = 5040, b == a+c - False, <lcm - False
k=8 : a=806, b=1680, c=34, length = 5040, b == a+c - False, <lcm - False
k=8 : a=807, b=840, c=873, length = 5040, b == a+c - False, <lcm - False
k=8 : a=807, b=1680, c=33, length = 5040, b == a+c - False, <lcm - False
k=8 : a=808, b=420, c=1292, length = 5040, b == a+c - False, <lcm - False
k=8 : a=808, b=840, c=872, length = 5040, b == a+c - False, <lcm - False
k=8 : a=808, b=1260, c=452, length = 5040, b == a+c - True, <lcm - False
k=8 : a=808, b=1680, c=32, length = 5040, b == a+c - False, <lcm - False
k=8 : a=809, b=840, c=871, length = 5040, b == a+c - False, <lcm - False
k=8 : a=809, b=1680, c=31, length = 5040, b == a+c - False, <lcm - False
k=8 : a=810, b=840, c=870, length = 5040, b == a+c - False, <lcm - False
k=8 : a=810, b=1680, c=30, length = 5040, b == a+c - False, <lcm - False
k=8 : a=811, b=840, c=869, length = 5040, b == a+c - False, <lcm - False
k=8 : a=811, b=1680, c=29, length = 5040, b == a+c - False, <lcm - False
k=8 : a=812, b=420, c=1288, length = 5040, b == a+c - False, <lcm - False
k=8 : a=812, b=840, c=868, length = 5040, b == a+c - False, <lcm - False
k=8 : a=812, b=1260, c=448, length = 5040, b == a+c - True, <lcm - False
k=8 : a=812, b=1680, c=28, length = 5040, b == a+c - False, <lcm - False
k=8 : a=813, b=840, c=867, length = 5040, b == a+c - False, <lcm - False
k=8 : a=813, b=1680, c=27, length = 5040, b == a+c - False, <lcm - False
k=8 : a=814, b=840, c=866, length = 5040, b == a+c - False, <lcm - False
k=8 : a=814, b=1680, c=26, length = 5040, b == a+c - False, <lcm - False
k=8 : a=815, b=840, c=865, length = 5040, b == a+c - False, <lcm - False
k=8 : a=815, b=1680, c=25, length = 5040, b == a+c - False, <lcm - False
k=8 : a=816, b=420, c=1284, length = 5040, b == a+c - False, <lcm - False
k=8 : a=816, b=840, c=864, length = 5040, b == a+c - False, <lcm - False
k=8 : a=816, b=1260, c=444, length = 5040, b == a+c - True, <lcm - False
k=8 : a=816, b=1680, c=24, length = 5040, b == a+c - False, <lcm - False
k=8 : a=817, b=840, c=863, length = 5040, b == a+c - False, <lcm - False
k=8 : a=817, b=1680, c=23, length = 5040, b == a+c - False, <lcm - False
k=8 : a=818, b=840, c=862, length = 5040, b == a+c - False, <lcm - False
k=8 : a=818, b=1680, c=22, length = 5040, b == a+c - False, <lcm - False
k=8 : a=819, b=840, c=861, length = 5040, b == a+c - False, <lcm - False
k=8 : a=819, b=1680, c=21, length = 5040, b == a+c - False, <lcm - False
k=8 : a=820, b=420, c=1280, length = 5040, b == a+c - False, <lcm - False
k=8 : a=820, b=840, c=860, length = 5040, b == a+c - False, <lcm - False
k=8 : a=820, b=1260, c=440, length = 5040, b == a+c - True, <lcm - False
k=8 : a=820, b=1680, c=20, length = 5040, b == a+c - False, <lcm - False
k=8 : a=821, b=840, c=859, length = 5040, b == a+c - False, <lcm - False
k=8 : a=821, b=1680, c=19, length = 5040, b == a+c - False, <lcm - False
k=8 : a=822, b=840, c=858, length = 5040, b == a+c - False, <lcm - False
k=8 : a=822, b=1680, c=18, length = 5040, b == a+c - False, <lcm - False
k=8 : a=823, b=840, c=857, length = 5040, b == a+c - False, <lcm - False
k=8 : a=823, b=1680, c=17, length = 5040, b == a+c - False, <lcm - False
k=8 : a=824, b=420, c=1276, length = 5040, b == a+c - False, <lcm - False
k=8 : a=824, b=840, c=856, length = 5040, b == a+c - False, <lcm - False
k=8 : a=824, b=1260, c=436, length = 5040, b == a+c - True, <lcm - False
k=8 : a=824, b=1680, c=16, length = 5040, b == a+c - False, <lcm - False
k=8 : a=825, b=840, c=855, length = 5040, b == a+c - False, <lcm - False
k=8 : a=825, b=1680, c=15, length = 5040, b == a+c - False, <lcm - False
k=8 : a=826, b=840, c=854, length = 5040, b == a+c - False, <lcm - False
k=8 : a=826, b=1680, c=14, length = 5040, b == a+c - False, <lcm - False
k=8 : a=827, b=840, c=853, length = 5040, b == a+c - False, <lcm - False
k=8 : a=827, b=1680, c=13, length = 5040, b == a+c - False, <lcm - False
k=8 : a=828, b=420, c=1272, length = 5040, b == a+c - False, <lcm - False
k=8 : a=828, b=840, c=852, length = 5040, b == a+c - False, <lcm - False
k=8 : a=828, b=1260, c=432, length = 5040, b == a+c - True, <lcm - False
k=8 : a=828, b=1680, c=12, length = 5040, b == a+c - False, <lcm - False
k=8 : a=829, b=840, c=851, length = 5040, b == a+c - False, <lcm - False
k=8 : a=829, b=1680, c=11, length = 5040, b == a+c - False, <lcm - False
k=8 : a=830, b=840, c=850, length = 5040, b == a+c - False, <lcm - False
k=8 : a=830, b=1680, c=10, length = 5040, b == a+c - False, <lcm - False
k=8 : a=831, b=840, c=849, length = 5040, b == a+c - False, <lcm - False
k=8 : a=831, b=1680, c=9, length = 5040, b == a+c - False, <lcm - False
k=8 : a=832, b=420, c=1268, length = 5040, b == a+c - False, <lcm - False
k=8 : a=832, b=840, c=848, length = 5040, b == a+c - False, <lcm - False
k=8 : a=832, b=1260, c=428, length = 5040, b == a+c - True, <lcm - False
k=8 : a=832, b=1680, c=8, length = 5040, b == a+c - False, <lcm - False
k=8 : a=833, b=840, c=847, length = 5040, b == a+c - False, <lcm - False
k=8 : a=833, b=1680, c=7, length = 5040, b == a+c - False, <lcm - False
k=8 : a=834, b=840, c=846, length = 5040, b == a+c - False, <lcm - False
k=8 : a=834, b=1680, c=6, length = 5040, b == a+c - False, <lcm - False
k=8 : a=835, b=840, c=845, length = 5040, b == a+c - False, <lcm - False
k=8 : a=835, b=1680, c=5, length = 5040, b == a+c - False, <lcm - False
k=8 : a=836, b=420, c=1264, length = 5040, b == a+c - False, <lcm - False
k=8 : a=836, b=840, c=844, length = 5040, b == a+c - False, <lcm - False
k=8 : a=836, b=1260, c=424, length = 5040, b == a+c - True, <lcm - False
k=8 : a=836, b=1680, c=4, length = 5040, b == a+c - False, <lcm - False
k=8 : a=837, b=840, c=843, length = 5040, b == a+c - False, <lcm - False
k=8 : a=837, b=1680, c=3, length = 5040, b == a+c - False, <lcm - False
k=8 : a=838, b=840, c=842, length = 5040, b == a+c - False, <lcm - False
k=8 : a=838, b=1680, c=2, length = 5040, b == a+c - False, <lcm - False
k=8 : a=839, b=840, c=841, length = 5040, b == a+c - False, <lcm - False
k=8 : a=840, b=420, c=1260, length = 5040, b == a+c - False, <lcm - False
k=8 : a=840, b=840, c=840, length = 5040, b == a+c - False, <lcm - False
k=8 : a=840, b=1260, c=420, length = 5040, b == a+c - True, <lcm - False
k=8 : a=841, b=840, c=839, length = 5040, b == a+c - False, <lcm - False
k=8 : a=842, b=840, c=838, length = 5040, b == a+c - False, <lcm - False
k=8 : a=843, b=840, c=837, length = 5040, b == a+c - False, <lcm - False
k=8 : a=844, b=420, c=1256, length = 5040, b == a+c - False, <lcm - False
k=8 : a=844, b=840, c=836, length = 5040, b == a+c - False, <lcm - False
k=8 : a=844, b=1260, c=416, length = 5040, b == a+c - True, <lcm - False
k=8 : a=845, b=840, c=835, length = 5040, b == a+c - False, <lcm - False
k=8 : a=846, b=840, c=834, length = 5040, b == a+c - False, <lcm - False
k=8 : a=847, b=840, c=833, length = 5040, b == a+c - False, <lcm - False
k=8 : a=848, b=420, c=1252, length = 5040, b == a+c - False, <lcm - False
k=8 : a=848, b=840, c=832, length = 5040, b == a+c - False, <lcm - False
k=8 : a=848, b=1260, c=412, length = 5040, b == a+c - True, <lcm - False
k=8 : a=849, b=840, c=831, length = 5040, b == a+c - False, <lcm - False
k=8 : a=850, b=840, c=830, length = 5040, b == a+c - False, <lcm - False
k=8 : a=851, b=840, c=829, length = 5040, b == a+c - False, <lcm - False
k=8 : a=852, b=420, c=1248, length = 5040, b == a+c - False, <lcm - False
k=8 : a=852, b=840, c=828, length = 5040, b == a+c - False, <lcm - False
k=8 : a=852, b=1260, c=408, length = 5040, b == a+c - True, <lcm - False
k=8 : a=853, b=840, c=827, length = 5040, b == a+c - False, <lcm - False
k=8 : a=854, b=840, c=826, length = 5040, b == a+c - False, <lcm - False
k=8 : a=855, b=840, c=825, length = 5040, b == a+c - False, <lcm - False
k=8 : a=856, b=420, c=1244, length = 5040, b == a+c - False, <lcm - False
k=8 : a=856, b=840, c=824, length = 5040, b == a+c - False, <lcm - False
k=8 : a=856, b=1260, c=404, length = 5040, b == a+c - True, <lcm - False
k=8 : a=857, b=840, c=823, length = 5040, b == a+c - False, <lcm - False
k=8 : a=858, b=840, c=822, length = 5040, b == a+c - False, <lcm - False
k=8 : a=859, b=840, c=821, length = 5040, b == a+c - False, <lcm - False
k=8 : a=860, b=420, c=1240, length = 5040, b == a+c - False, <lcm - False
k=8 : a=860, b=840, c=820, length = 5040, b == a+c - False, <lcm - False
k=8 : a=860, b=1260, c=400, length = 5040, b == a+c - True, <lcm - False
k=8 : a=861, b=840, c=819, length = 5040, b == a+c - False, <lcm - False
k=8 : a=862, b=840, c=818, length = 5040, b == a+c - False, <lcm - False
k=8 : a=863, b=840, c=817, length = 5040, b == a+c - False, <lcm - False
k=8 : a=864, b=420, c=1236, length = 5040, b == a+c - False, <lcm - False
k=8 : a=864, b=840, c=816, length = 5040, b == a+c - False, <lcm - False
k=8 : a=864, b=1260, c=396, length = 5040, b == a+c - True, <lcm - False
k=8 : a=865, b=840, c=815, length = 5040, b == a+c - False, <lcm - False
k=8 : a=866, b=840, c=814, length = 5040, b == a+c - False, <lcm - False
k=8 : a=867, b=840, c=813, length = 5040, b == a+c - False, <lcm - False
k=8 : a=868, b=420, c=1232, length = 5040, b == a+c - False, <lcm - False
k=8 : a=868, b=840, c=812, length = 5040, b == a+c - False, <lcm - False
k=8 : a=868, b=1260, c=392, length = 5040, b == a+c - True, <lcm - False
k=8 : a=869, b=840, c=811, length = 5040, b == a+c - False, <lcm - False
k=8 : a=870, b=840, c=810, length = 5040, b == a+c - False, <lcm - False
k=8 : a=871, b=840, c=809, length = 5040, b == a+c - False, <lcm - False
k=8 : a=872, b=420, c=1228, length = 5040, b == a+c - False, <lcm - False
k=8 : a=872, b=840, c=808, length = 5040, b == a+c - False, <lcm - False
k=8 : a=872, b=1260, c=388, length = 5040, b == a+c - True, <lcm - False
k=8 : a=873, b=840, c=807, length = 5040, b == a+c - False, <lcm - False
k=8 : a=874, b=840, c=806, length = 5040, b == a+c - False, <lcm - False
k=8 : a=875, b=840, c=805, length = 5040, b == a+c - False, <lcm - False
k=8 : a=876, b=420, c=1224, length = 5040, b == a+c - False, <lcm - False
k=8 : a=876, b=840, c=804, length = 5040, b == a+c - False, <lcm - False
k=8 : a=876, b=1260, c=384, length = 5040, b == a+c - True, <lcm - False
k=8 : a=877, b=840, c=803, length = 5040, b == a+c - False, <lcm - False
k=8 : a=878, b=840, c=802, length = 5040, b == a+c - False, <lcm - False
k=8 : a=879, b=840, c=801, length = 5040, b == a+c - False, <lcm - False
k=8 : a=880, b=420, c=1220, length = 5040, b == a+c - False, <lcm - False
k=8 : a=880, b=840, c=800, length = 5040, b == a+c - False, <lcm - False
k=8 : a=880, b=1260, c=380, length = 5040, b == a+c - True, <lcm - False
k=8 : a=881, b=840, c=799, length = 5040, b == a+c - False, <lcm - False
k=8 : a=882, b=840, c=798, length = 5040, b == a+c - False, <lcm - False
k=8 : a=883, b=840, c=797, length = 5040, b == a+c - False, <lcm - False
k=8 : a=884, b=420, c=1216, length = 5040, b == a+c - False, <lcm - False
k=8 : a=884, b=840, c=796, length = 5040, b == a+c - False, <lcm - False
k=8 : a=884, b=1260, c=376, length = 5040, b == a+c - True, <lcm - False
k=8 : a=885, b=840, c=795, length = 5040, b == a+c - False, <lcm - False
k=8 : a=886, b=840, c=794, length = 5040, b == a+c - False, <lcm - False
k=8 : a=887, b=840, c=793, length = 5040, b == a+c - False, <lcm - False
k=8 : a=888, b=420, c=1212, length = 5040, b == a+c - False, <lcm - False
k=8 : a=888, b=840, c=792, length = 5040, b == a+c - False, <lcm - False
k=8 : a=888, b=1260, c=372, length = 5040, b == a+c - True, <lcm - False
k=8 : a=889, b=840, c=791, length = 5040, b == a+c - False, <lcm - False
k=8 : a=890, b=840, c=790, length = 5040, b == a+c - False, <lcm - False
k=8 : a=891, b=840, c=789, length = 5040, b == a+c - False, <lcm - False
k=8 : a=892, b=420, c=1208, length = 5040, b == a+c - False, <lcm - False
k=8 : a=892, b=840, c=788, length = 5040, b == a+c - False, <lcm - False
k=8 : a=892, b=1260, c=368, length = 5040, b == a+c - True, <lcm - False
k=8 : a=893, b=840, c=787, length = 5040, b == a+c - False, <lcm - False
k=8 : a=894, b=840, c=786, length = 5040, b == a+c - False, <lcm - False
k=8 : a=895, b=840, c=785, length = 5040, b == a+c - False, <lcm - False
k=8 : a=896, b=420, c=1204, length = 5040, b == a+c - False, <lcm - False
k=8 : a=896, b=840, c=784, length = 5040, b == a+c - False, <lcm - False
k=8 : a=896, b=1260, c=364, length = 5040, b == a+c - True, <lcm - False
k=8 : a=897, b=840, c=783, length = 5040, b == a+c - False, <lcm - False
k=8 : a=898, b=840, c=782, length = 5040, b == a+c - False, <lcm - False
k=8 : a=899, b=840, c=781, length = 5040, b == a+c - False, <lcm - False
k=8 : a=900, b=420, c=1200, length = 5040, b == a+c - False, <lcm - False
k=8 : a=900, b=840, c=780, length = 5040, b == a+c - False, <lcm - False
k=8 : a=900, b=1260, c=360, length = 5040, b == a+c - True, <lcm - False
k=8 : a=901, b=840, c=779, length = 5040, b == a+c - False, <lcm - False
k=8 : a=902, b=840, c=778, length = 5040, b == a+c - False, <lcm - False
k=8 : a=903, b=840, c=777, length = 5040, b == a+c - False, <lcm - False
k=8 : a=904, b=420, c=1196, length = 5040, b == a+c - False, <lcm - False
k=8 : a=904, b=840, c=776, length = 5040, b == a+c - False, <lcm - False
k=8 : a=904, b=1260, c=356, length = 5040, b == a+c - True, <lcm - False
k=8 : a=905, b=840, c=775, length = 5040, b == a+c - False, <lcm - False
k=8 : a=906, b=840, c=774, length = 5040, b == a+c - False, <lcm - False
k=8 : a=907, b=840, c=773, length = 5040, b == a+c - False, <lcm - False
k=8 : a=908, b=420, c=1192, length = 5040, b == a+c - False, <lcm - False
k=8 : a=908, b=840, c=772, length = 5040, b == a+c - False, <lcm - False
k=8 : a=908, b=1260, c=352, length = 5040, b == a+c - True, <lcm - False
k=8 : a=909, b=840, c=771, length = 5040, b == a+c - False, <lcm - False
k=8 : a=910, b=840, c=770, length = 5040, b == a+c - False, <lcm - False
k=8 : a=911, b=840, c=769, length = 5040, b == a+c - False, <lcm - False
k=8 : a=912, b=420, c=1188, length = 5040, b == a+c - False, <lcm - False
k=8 : a=912, b=840, c=768, length = 5040, b == a+c - False, <lcm - False
k=8 : a=912, b=1260, c=348, length = 5040, b == a+c - True, <lcm - False
k=8 : a=913, b=840, c=767, length = 5040, b == a+c - False, <lcm - False
k=8 : a=914, b=840, c=766, length = 5040, b == a+c - False, <lcm - False
k=8 : a=915, b=840, c=765, length = 5040, b == a+c - False, <lcm - False
k=8 : a=916, b=420, c=1184, length = 5040, b == a+c - False, <lcm - False
k=8 : a=916, b=840, c=764, length = 5040, b == a+c - False, <lcm - False
k=8 : a=916, b=1260, c=344, length = 5040, b == a+c - True, <lcm - False
k=8 : a=917, b=840, c=763, length = 5040, b == a+c - False, <lcm - False
k=8 : a=918, b=840, c=762, length = 5040, b == a+c - False, <lcm - False
k=8 : a=919, b=840, c=761, length = 5040, b == a+c - False, <lcm - False
k=8 : a=920, b=420, c=1180, length = 5040, b == a+c - False, <lcm - False
k=8 : a=920, b=840, c=760, length = 5040, b == a+c - False, <lcm - False
k=8 : a=920, b=1260, c=340, length = 5040, b == a+c - True, <lcm - False
k=8 : a=921, b=840, c=759, length = 5040, b == a+c - False, <lcm - False
k=8 : a=922, b=840, c=758, length = 5040, b == a+c - False, <lcm - False
k=8 : a=923, b=840, c=757, length = 5040, b == a+c - False, <lcm - False
k=8 : a=924, b=420, c=1176, length = 5040, b == a+c - False, <lcm - False
k=8 : a=924, b=840, c=756, length = 5040, b == a+c - False, <lcm - False
k=8 : a=924, b=1260, c=336, length = 5040, b == a+c - True, <lcm - False
k=8 : a=925, b=840, c=755, length = 5040, b == a+c - False, <lcm - False
k=8 : a=926, b=840, c=754, length = 5040, b == a+c - False, <lcm - False
k=8 : a=927, b=840, c=753, length = 5040, b == a+c - False, <lcm - False
k=8 : a=928, b=420, c=1172, length = 5040, b == a+c - False, <lcm - False
k=8 : a=928, b=840, c=752, length = 5040, b == a+c - False, <lcm - False
k=8 : a=928, b=1260, c=332, length = 5040, b == a+c - True, <lcm - False
k=8 : a=929, b=840, c=751, length = 5040, b == a+c - False, <lcm - False
k=8 : a=930, b=840, c=750, length = 5040, b == a+c - False, <lcm - False
k=8 : a=931, b=840, c=749, length = 5040, b == a+c - False, <lcm - False
k=8 : a=932, b=420, c=1168, length = 5040, b == a+c - False, <lcm - False
k=8 : a=932, b=840, c=748, length = 5040, b == a+c - False, <lcm - False
k=8 : a=932, b=1260, c=328, length = 5040, b == a+c - True, <lcm - False
k=8 : a=933, b=840, c=747, length = 5040, b == a+c - False, <lcm - False
k=8 : a=934, b=840, c=746, length = 5040, b == a+c - False, <lcm - False
k=8 : a=935, b=840, c=745, length = 5040, b == a+c - False, <lcm - False
k=8 : a=936, b=420, c=1164, length = 5040, b == a+c - False, <lcm - False
k=8 : a=936, b=840, c=744, length = 5040, b == a+c - False, <lcm - False
k=8 : a=936, b=1260, c=324, length = 5040, b == a+c - True, <lcm - False
k=8 : a=937, b=840, c=743, length = 5040, b == a+c - False, <lcm - False
k=8 : a=938, b=840, c=742, length = 5040, b == a+c - False, <lcm - False
k=8 : a=939, b=840, c=741, length = 5040, b == a+c - False, <lcm - False
k=8 : a=940, b=420, c=1160, length = 5040, b == a+c - False, <lcm - False
k=8 : a=940, b=840, c=740, length = 5040, b == a+c - False, <lcm - False
k=8 : a=940, b=1260, c=320, length = 5040, b == a+c - True, <lcm - False
k=8 : a=941, b=840, c=739, length = 5040, b == a+c - False, <lcm - False
k=8 : a=942, b=840, c=738, length = 5040, b == a+c - False, <lcm - False
k=8 : a=943, b=840, c=737, length = 5040, b == a+c - False, <lcm - False
k=8 : a=944, b=420, c=1156, length = 5040, b == a+c - False, <lcm - False
k=8 : a=944, b=840, c=736, length = 5040, b == a+c - False, <lcm - False
k=8 : a=944, b=1260, c=316, length = 5040, b == a+c - True, <lcm - False
k=8 : a=945, b=840, c=735, length = 5040, b == a+c - False, <lcm - False
k=8 : a=946, b=840, c=734, length = 5040, b == a+c - False, <lcm - False
k=8 : a=947, b=840, c=733, length = 5040, b == a+c - False, <lcm - False
k=8 : a=948, b=420, c=1152, length = 5040, b == a+c - False, <lcm - False
k=8 : a=948, b=840, c=732, length = 5040, b == a+c - False, <lcm - False
k=8 : a=948, b=1260, c=312, length = 5040, b == a+c - True, <lcm - False
k=8 : a=949, b=840, c=731, length = 5040, b == a+c - False, <lcm - False
k=8 : a=950, b=840, c=730, length = 5040, b == a+c - False, <lcm - False
k=8 : a=951, b=840, c=729, length = 5040, b == a+c - False, <lcm - False
k=8 : a=952, b=420, c=1148, length = 5040, b == a+c - False, <lcm - False
